date,day_name,weekend,temperature,humidity,total_equipments,residents,OP_unit_kwh,PK_unit_kwh,NL_unit_kwh,OP_hrs,PK_hrs,NL_hrs,total_hours_used,daily_unit_kwh,monthly_OP_unit_kwh,monthly_PK_unit_kwh,monthly_NL_unit_kwh,monthly_unit_kwh(Aggregate),monthly_bill(Aggregate),OP_light_1_wh,OP_fan_1_wh,OP_light_2_wh,OP_fan_2_wh,OP_light_3_wh,OP_fan_3_wh,OP_light_4_wh,OP_fan_4_wh,OP_light_5_wh,OP_fridge_wh,OP_tv_wh,OP_ac_wh,OP_washing-machine_wh,OP_water-pump_wh,OP_induction-stove_wh,OP_mixi_wh,OP_iron-box_wh,PK_light_1_wh,PK_fan_1_wh,PK_light_2_wh,PK_fan_2_wh,PK_light_3_wh,PK_fan_3_wh,PK_light_4_wh,PK_fan_4_wh,PK_light_5_wh,PK_fridge_wh,PK_tv_wh,PK_ac_wh,PK_washing-machine_wh,PK_water-pump_wh,PK_induction-stove_wh,PK_mixi_wh,PK_iron-box_wh,NL_light_1_wh,NL_fan_1_wh,NL_light_2_wh,NL_fan_2_wh,NL_light_3_wh,NL_fan_3_wh,NL_light_4_wh,NL_fan_4_wh,NL_light_5_wh,NL_fridge_wh,NL_tv_wh,NL_ac_wh,NL_washing-machine_wh,NL_water-pump_wh,NL_induction-stove_wh,NL_mixi_wh,NL_iron-box_wh
11-01-2020,Saturday,1,27.52,60.92,17,6,6.38,3.15,1.93,56.65,25.73,20.62,103.0,11.459999999999999,57.75,37.919999999999995,23.45,119.12,726.14,107.6,302.4,112.4,320.4,113.2,323.4,113.6,320.4,0,1209.8,660.0,0.0,110.39999999999999,350.0,1880.0,40.0,420.0,77.4,131.4,33.8,136.2,46.0,175.8,10.2,60.0,139.2,660.1,270.0,288.0,54.400000000000006,370.0,240.0,190.0,270.0,0,238.20000000000002,0,187.20000000000002,0,142.79999999999998,0,0,426.0,931.5,0,0.0,0,0,0,0,0
12-01-2020,Sunday,1,27.04,60.77,17,6,6.72,4.19,2.23,58.14,34.58,23.37,116.09,13.14,64.47,42.10999999999999,25.68,132.26,804.55,119.2,351.0,107.0,357.6,113.6,328.8,109.80000000000001,304.8,0,1170.7,672.0,0.0,88.0,210.0,1900.0,780.0,110.0,74.4,234.0,79.6,13.2,59.0,130.8,56.4,232.20000000000002,165.0,653.1999999999999,416.40000000000003,1008.0,33.6,110.0,400.0,450.0,70.0,0,246.60000000000002,0,112.2,0,279.0,0,0,471.6,1122.3999999999999,0,0.0,0,0,0,0,0
13-01-2020,Monday,0,27.92,64.74,17,6,4.55,4.07,1.89,30.1,26.97,19.57,76.64,10.510000000000002,69.02,46.17999999999999,27.57,142.77,867.26,23.599999999999998,272.4,59.2,105.0,70.8,144.60000000000002,37.8,211.79999999999998,0,977.5,198.0,0.0,68.8,250.0,820.0,570.0,740.0,61.4,197.4,59.6,163.20000000000002,19.0,96.0,38.199999999999996,19.8,126.6,561.1999999999999,385.2,1176.0,44.800000000000004,160.0,40.0,460.0,460.0,0,121.2,0,333.59999999999997,0,36.0,0,0,430.2,970.5999999999999,0,0.0,0,0,0,0,0
14-01-2020,Tuesday,0,27.54,72.35,17,6,4.19,3.93,2.04,31.9,16.54,21.28,69.72,10.16,73.21,50.10999999999999,29.61,152.93,944.22,29.4,298.8,69.6,115.19999999999999,73.8,274.8,95.8,17.4,0,1009.6999999999999,63.6,0.0,54.400000000000006,170.0,1300.0,390.0,230.0,21.200000000000003,86.39999999999999,20.8,108.60000000000001,2.6,67.2,32.8,144.60000000000002,64.80000000000001,489.9,36.0,1128.0,33.6,290.0,920.0,40.0,440.0,0,264.6,0,79.2,0,197.4,0,0,466.8,1030.4,0,0.0,0,0,0,0,0
15-01-2020,Wednesday,0,26.94,75.77,17,6,5.06,2.85,2.53,27.18,21.509999999999998,28.61,77.3,10.44,78.27,52.959999999999994,32.14,163.37,1029.12,98.6,112.8,75.0,117.6,83.0,171.0,6.4,10.799999999999999,0,949.9,8.4,0.0,12.8,690.0,1060.0,750.0,910.0,46.8,174.0,60.599999999999994,90.6,19.2,49.199999999999996,20.2,66.0,49.8,662.4,363.59999999999997,60.0,20.8,10.0,500.0,240.0,420.0,0,147.6,0,391.8,0,464.40000000000003,0,0,425.4,1101.7,0,0.0,0,0,0,0,0
16-01-2020,Thursday,0,27.04,70.29,17,6,4.68,3.46,2.12,36.79,26.86,23.439999999999998,87.09,10.260000000000002,82.94999999999999,56.419999999999995,34.26,173.63,1112.55,59.0,144.0,42.0,235.2,64.0,241.8,90.39999999999999,185.39999999999998,0,1145.4,364.8,0.0,102.4,550.0,180.0,730.0,550.0,36.0,218.4,23.799999999999997,125.39999999999999,55.8,191.4,36.800000000000004,202.20000000000002,184.8,476.09999999999997,21.599999999999998,744.0,27.200000000000003,100.0,580.0,170.0,270.0,0,220.8,0,280.79999999999995,0,192.0,0,0,462.0,961.4,0,0.0,0,0,0,0,0
17-01-2020,Friday,0,28.05,65.56,17,6,5.06,3.14,2.34,34.05,19.54,27.3,80.89,10.54,88.00999999999999,59.559999999999995,36.599999999999994,184.17,1198.25,69.6,123.60000000000001,87.4,154.8,97.4,180.6,22.400000000000002,246.60000000000002,0,1000.4999999999999,208.8,0.0,4.8,550.0,1060.0,360.0,890.0,10.2,79.2,25.8,22.2,38.4,165.0,41.0,37.8,90.6,460.0,416.40000000000003,96.0,48.0,490.0,540.0,460.0,120.0,0,364.8,0,255.0,0,345.59999999999997,0,0,423.59999999999997,954.5000000000001,0,0.0,0,0,0,0,0
18-01-2020,Saturday,1,28.83,67.36,17,6,6.55,3.52,2.05,57.11,24.18,21.77,103.05999999999999,12.120000000000001,94.55999999999999,63.08,38.64999999999999,196.29,1296.81,102.6,341.40000000000003,116.8,345.0,100.60000000000001,352.2,107.0,324.0,0,1173.0,688.8000000000001,0.0,28.799999999999997,560.0,1680.0,90.0,540.0,18.6,82.2,38.0,85.19999999999999,52.0,115.19999999999999,46.8,177.0,133.8,595.6999999999999,271.2,456.0,27.200000000000003,450.0,600.0,120.0,250.0,0,158.4,0,448.2,0,3.5999999999999996,0,0,433.8,1005.1,0,0.0,0,0,0,0,0
19-01-2020,Sunday,1,28.75,70.48,17,6,7.35,4.01,2.35,58.3,28.62,26.6,113.52000000000001,13.709999999999999,101.90999999999998,67.09,40.99999999999999,210.0,1442.92,109.80000000000001,351.0,101.8,348.59999999999997,101.19999999999999,350.4,101.0,301.2,0,1311.0,720.0,0.0,144.0,580.0,1840.0,10.0,980.0,39.2,173.4,65.6,172.20000000000002,42.800000000000004,114.6,67.0,49.199999999999996,232.20000000000002,623.3,96.0,888.0,41.6,350.0,760.0,40.0,250.0,0,447.6,0,154.2,0,285.0,0,0,442.2,1023.5,0,0.0,0,0,0,0,0
20-01-2020,Monday,0,28.68,66.26,17,6,5.02,4.45,2.42,22.04,31.18,26.4,79.62,11.889999999999999,106.92999999999998,71.54,43.419999999999995,221.89,1556.99,54.800000000000004,164.4,20.2,205.2,8.8,41.4,0.2,34.8,0,1028.1,363.59999999999997,0.0,126.4,110.0,1700.0,750.0,410.0,74.6,237.6,16.4,91.2,74.2,173.4,3.8,187.79999999999998,198.6,632.5,384.0,996.0,14.399999999999999,120.0,640.0,450.0,160.0,0,282.6,0,327.6,0,217.20000000000002,0,0,462.6,1127.0,0,0.0,0,0,0,0,0
21-01-2020,Tuesday,0,28.73,64.25,17,6,4.68,3.43,2.25,26.92,30.93,25.07,82.92,10.36,111.60999999999999,74.97000000000001,45.669999999999995,232.25,1656.38,62.400000000000006,162.0,43.8,173.4,35.6,117.6,53.2,19.8,0,972.9000000000001,325.2,0.0,68.8,330.0,1460.0,690.0,170.0,70.19999999999999,118.8,59.400000000000006,137.4,79.80000000000001,180.6,56.6,186.6,34.199999999999996,506.00000000000006,343.2,588.0,60.8,50.0,540.0,190.0,230.0,0,289.8,0,241.2,0,259.20000000000005,0,0,449.40000000000003,1014.3000000000001,0,0.0,0,0,0,0,0
22-01-2020,Wednesday,0,28.47,61.67,17,6,4.69,3.04,1.75,33.1,22.01,16.87,71.98,9.48,116.29999999999998,78.01000000000002,47.419999999999995,241.73,1747.34,77.2,3.5999999999999996,59.800000000000004,169.8,71.6,180.0,82.6,288.0,0,998.1999999999999,136.79999999999998,0.0,67.2,290.0,1220.0,910.0,140.0,8.0,61.2,58.0,142.20000000000002,8.2,220.8,63.2,5.3999999999999995,156.6,637.1,180.0,84.00000000000001,6.4,50.0,840.0,460.0,60.0,0,113.39999999999999,0,79.2,0,89.4,0,0,470.4,995.9,0,0.0,0,0,0,0,0
23-01-2020,Thursday,0,28.89,66.18,17,6,5.26,3.12,1.94,29.18,19.66,19.87,68.71000000000001,10.319999999999999,121.55999999999999,81.13000000000002,49.35999999999999,252.05,2107.35,31.200000000000003,68.39999999999999,60.8,114.0,74.4,61.800000000000004,78.8,181.2,0,945.3000000000001,248.39999999999998,0.0,137.6,920.0,940.0,480.0,920.0,47.0,7.800000000000001,73.0,59.4,46.2,39.6,2.8000000000000003,75.0,187.20000000000002,524.4,105.6,252.0,41.6,490.0,460.0,280.0,430.0,0,256.8,0,88.8,0,144.0,0,0,438.59999999999997,1012.0000000000001,0,0.0,0,0,0,0,0
24-01-2020,Friday,0,28.78,60.38,17,6,5.15,3.47,2.4,33.019999999999996,26.75,26.65,86.41999999999999,11.020000000000001,126.71,84.60000000000002,51.75999999999999,263.07,2189.87,42.599999999999994,240.0,35.0,140.39999999999998,62.400000000000006,113.39999999999999,83.6,176.4,0,986.7,428.4,0.0,84.80000000000001,530.0,960.0,500.0,770.0,8.2,80.4,6.0,180.6,21.8,215.39999999999998,42.199999999999996,192.0,235.2,653.1999999999999,416.40000000000003,491.99999999999994,44.800000000000004,130.0,200.0,250.0,300.0,0,162.6,0,273.59999999999997,0,426.0,0,0,453.59999999999997,1085.6,0,0.0,0,0,0,0,0
25-01-2020,Saturday,1,27.91,60.9,17,6,7.21,3.86,2.43,59.29,28.37,27.84,115.5,13.5,133.92,88.46000000000002,54.18999999999999,276.57,2290.96,116.19999999999999,359.40000000000003,112.0,348.59999999999997,119.2,356.40000000000003,102.8,324.6,0,1223.6000000000001,610.8,0.0,100.8,740.0,1700.0,120.0,880.0,51.4,169.2,72.8,150.0,26.8,198.0,29.0,8.4,199.2,540.5,372.0,432.0,68.8,110.0,980.0,390.0,60.0,0,271.8,0,472.8,0,226.2,0,0,430.79999999999995,1030.4,0,0.0,0,0,0,0,0
26-01-2020,Sunday,1,28.27,62.4,17,6,7.1,3.49,2.24,58.71,19.58,23.83,102.11999999999999,12.83,141.01999999999998,91.95000000000002,56.42999999999999,289.4,2387.03,110.19999999999999,344.40000000000003,114.0,324.0,104.39999999999999,339.0,108.4,307.8,0,1357.0,682.8000000000001,0.0,108.80000000000001,820.0,1060.0,820.0,500.0,5.4,97.2,39.8,172.79999999999998,8.6,33.6,21.0,64.2,175.8,517.5,303.59999999999997,588.0,46.4,420.0,400.0,390.0,210.0,0,169.8,0,460.2,0,88.2,0,0,425.4,1097.1,0,0.0,0,0,0,0,0
27-01-2020,Monday,0,28.06,70.64,17,6,4.69,2.81,2.55,32.61,24.57,29.16,86.34,10.05,145.70999999999998,94.76000000000002,58.97999999999999,299.45,2462.28,6.800000000000001,251.40000000000003,43.8,274.8,72.2,183.0,95.0,118.8,0,1138.5,81.60000000000001,0.0,76.8,270.0,1080.0,160.0,840.0,67.8,229.2,12.4,149.4,38.0,82.8,28.2,99.0,169.2,598.0,220.8,96.0,6.4,0.0,960.0,0.0,50.0,0,151.2,0,387.6,0,462.0,0,0,467.4,1078.7,0,0.0,0,0,0,0,0
28-01-2020,Tuesday,0,27.87,73.33,17,6,4.25,3.87,2.19,37.02,23.86,23.67,84.55000000000001,10.31,149.95999999999998,98.63000000000002,61.16999999999999,309.76,2852.54,52.199999999999996,25.8,95.8,227.4,63.8,228.0,72.4,191.4,0,1145.4,542.4,0.0,104.0,690.0,100.0,670.0,40.0,47.0,240.0,44.400000000000006,113.39999999999999,25.0,28.799999999999997,58.4,46.2,27.6,556.6,381.6,900.0,4.8,230.0,520.0,320.0,330.0,0,175.2,0,269.40000000000003,0,231.0,0,0,472.8,1041.9,0,0.0,0,0,0,0,0
29-01-2020,Wednesday,0,28.65,66.83,17,6,5.19,2.62,2.33,34.269999999999996,15.52,26.79,76.57999999999998,10.14,155.14999999999998,101.25000000000003,63.499999999999986,319.9,2938.55,44.2,121.2,57.199999999999996,241.2,53.8,198.6,73.8,156.0,0,1018.9,525.6,0.0,67.2,460.0,1980.0,0.0,190.0,30.8,223.8,5.6000000000000005,2.4,4.2,21.0,3.0,115.19999999999999,139.2,522.1,190.8,108.0,27.200000000000003,260.0,740.0,0.0,230.0,0,142.79999999999998,0,409.20000000000005,0,343.2,0,0,455.4,984.4000000000001,0,0.0,0,0,0,0,0
30-01-2020,Thursday,0,28.76,71.59,17,6,6.61,3.7,2.21,31.580000000000002,20.12,23.03,74.73,12.52,161.76,104.95000000000003,65.70999999999998,332.42,3044.75,91.0,13.8,11.0,117.6,12.4,286.8,79.80000000000001,77.4,0,1055.7,589.2,0.0,140.8,600.0,1800.0,990.0,740.0,5.2,96.60000000000001,67.0,55.2,66.39999999999999,28.799999999999997,3.8,92.4,9.0,680.8,396.0,960.0,49.6,110.0,520.0,300.0,260.0,0,124.80000000000001,0,247.20000000000002,0,235.8,0,0,480.0,1127.0,0,0.0,0,0,0,0,0
31-01-2020,Friday,0,28.79,71.48,17,6,4.29,3.58,2.6,31.2,23.19,29.53,83.92,10.47,166.04999999999998,108.53000000000003,68.30999999999997,342.89,3133.56,46.4,186.6,74.80000000000001,10.200000000000001,89.39999999999999,258.0,45.8,117.6,0,982.0999999999999,285.59999999999997,0.0,6.4,850.0,80.0,330.0,930.0,58.8,67.8,20.2,1.2,55.599999999999994,12.0,42.599999999999994,231.0,26.4,664.7,476.40000000000003,72.0,70.4,260.0,900.0,290.0,330.0,0,261.0,0,415.2,0,352.2,0,0,451.2,1120.1000000000001,0,0.0,0,0,0,0,0
01-02-2020,Saturday,1,28.89,66.74,17,6,6.86,2.39,2.32,57.09,17.26,25.25,99.60000000000001,11.57,6.86,2.39,2.32,11.57,159.37,105.0,309.6,103.2,319.8,104.80000000000001,355.79999999999995,102.2,342.0,0,1193.7,705.6,0.0,153.6,470.0,1760.0,10.0,820.0,18.2,217.79999999999998,0.0,133.20000000000002,60.599999999999994,61.800000000000004,15.4,20.400000000000002,78.60000000000001,588.8000000000001,55.2,456.0,0.0,410.0,120.0,140.0,10.0,0,207.6,0,403.2,0,188.4,0,0,430.79999999999995,1092.5,0,0.0,0,0,0,0,0
02-02-2020,Sunday,1,28.33,64.36,17,6,7.56,3.29,2.2,58.07,21.27,24.970000000000002,104.31,13.05,14.42,5.68,4.52,24.62,209.42,118.80000000000001,341.40000000000003,101.4,318.0,114.2,304.20000000000005,111.6,321.0,0,1292.6000000000001,606.0,0.0,139.2,970.0,1940.0,750.0,130.0,60.599999999999994,6.0,1.7999999999999998,77.4,39.0,184.8,54.6,106.8,65.4,690.0,204.0,540.0,12.8,400.0,700.0,110.0,40.0,0,326.40000000000003,0,314.40000000000003,0,131.4,0,0,477.0,954.5000000000001,0,0.0,0,0,0,0,0
03-02-2020,Monday,0,28.81,61.43,17,6,4.76,3.8,2.01,30.659999999999997,29.33,22.07,82.06,10.569999999999999,19.18,9.48,6.529999999999999,35.19,249.96,43.2,283.2,42.0,191.4,39.8,82.2,98.4,122.99999999999999,0,1124.6999999999998,138.0,0.0,33.6,30.0,1300.0,370.0,860.0,37.8,232.20000000000002,14.8,208.20000000000002,62.199999999999996,184.8,67.6,182.4,150.0,489.9,15.600000000000001,1104.0,49.6,400.0,480.0,60.0,60.0,0,328.8,0,206.4,0,96.0,0,0,449.40000000000003,933.8,0,0.0,0,0,0,0,0
04-02-2020,Tuesday,0,28.98,61.28,17,6,5.15,2.51,2.1,24.59,21.67,23.12,69.38000000000001,9.76,24.33,11.99,8.629999999999999,44.95,287.39,58.2,80.4,79.80000000000001,93.0,45.599999999999994,3.5999999999999996,7.199999999999999,117.6,0,1030.4,360.0,0.0,46.4,690.0,1720.0,780.0,40.0,38.4,25.2,19.4,237.0,11.399999999999999,120.0,49.400000000000006,168.6,134.4,462.29999999999995,157.20000000000002,624.0,6.4,180.0,40.0,40.0,200.0,0,63.6,0,272.4,0,331.2,0,0,468.0,966.0,0,0.0,0,0,0,0,0
05-02-2020,Wednesday,0,28.7,66.66,17,6,4.86,3.61,2.26,27.68,24.04,25.65,77.37,10.73,29.189999999999998,15.6,10.889999999999999,55.68,373.89,16.8,31.200000000000003,63.6,211.79999999999998,3.2,280.79999999999995,5.2,162.6,0,1083.3,522.0,0.0,113.6,800.0,680.0,810.0,80.0,71.6,131.4,65.4,108.60000000000001,51.4,126.6,58.6,19.8,14.399999999999999,517.5,76.8,1044.0,17.6,490.0,340.0,90.0,390.0,0,316.2,0,239.4,0,266.40000000000003,0,0,463.2,972.9000000000001,0,0.0,0,0,0,0,0
06-02-2020,Thursday,0,28.31,74.26,17,6,4.67,3.86,2.25,30.72,29.27,25.47,85.46,10.78,33.86,19.46,13.139999999999999,66.46,425.41,99.60000000000001,292.2,65.0,60.0,68.0,21.599999999999998,3.0,77.4,0,1025.8,520.8,0.0,116.8,740.0,860.0,350.0,370.0,79.0,9.6,69.4,138.6,35.0,174.0,39.0,209.4,216.0,556.6,133.20000000000002,708.0,73.60000000000001,110.0,620.0,320.0,370.0,0,63.0,0,343.8,0,436.2,0,0,430.79999999999995,975.2,0,0.0,0,0,0,0,0
07-02-2020,Friday,0,27.72,78.32,17,6,5.5,3.36,2.25,32.64,21.63,23.799999999999997,78.07,11.11,39.36,22.82,15.389999999999999,77.57,478.51,97.2,54.0,85.39999999999999,147.6,24.8,261.0,44.6,154.2,0,1002.8000000000001,355.2,0.0,25.6,390.0,1940.0,260.0,660.0,26.0,185.39999999999998,10.4,232.79999999999998,36.4,56.4,5.8,40.800000000000004,124.80000000000001,538.1999999999999,398.4,516.0,19.2,310.0,700.0,80.0,80.0,0,17.4,0,353.4,0,318.59999999999997,0,0,448.2,1113.2,0,0.0,0,0,0,0,0
08-02-2020,Saturday,1,27.69,74.68,17,6,6.86,3.34,2.32,56.76,26.080000000000002,26.009999999999998,108.85,12.52,46.22,26.16,17.709999999999997,90.09,538.33,116.19999999999999,335.4,117.4,312.6,102.2,316.2,101.19999999999999,331.8,0,1366.2,604.8,0.0,19.2,450.0,1860.0,320.0,510.0,3.4000000000000004,35.4,79.0,231.6,0.4,228.6,51.2,208.20000000000002,109.2,579.6,235.2,804.0,11.200000000000001,10.0,300.0,350.0,100.0,0,323.4,0,465.59999999999997,0,45.0,0,0,460.2,1021.2,0,0.0,0,0,0,0,0
09-02-2020,Sunday,1,28.45,67.04,17,6,7.03,3.96,2.69,59.31,27.68,31.2,118.19000000000001,13.68,53.25,30.12,20.4,103.77,638.39,117.4,310.79999999999995,113.80000000000001,350.4,118.80000000000001,340.79999999999995,110.0,337.2,0,1350.1000000000001,668.4000000000001,0.0,4.8,930.0,1380.0,680.0,220.0,52.800000000000004,94.80000000000001,52.0,25.8,52.599999999999994,240.0,3.8,234.60000000000002,97.8,660.1,375.59999999999997,683.9999999999999,59.2,440.0,400.0,160.0,330.0,0,387.6,0,366.0,0,382.8,0,0,446.40000000000003,1108.6000000000001,0,0.0,0,0,0,0,0
10-02-2020,Monday,0,29.41,62.62,17,6,3.48,4.28,1.69,21.78,23.46,14.33,59.57,9.45,56.73,34.4,22.09,113.22,695.26,12.0,163.20000000000002,0.6,97.2,36.6,118.8,69.6,116.39999999999999,0,1023.5,142.79999999999998,0.0,59.2,230.0,140.0,600.0,670.0,49.6,111.0,30.4,207.0,41.6,115.19999999999999,2.0,81.60000000000001,91.2,552.0,278.4,636.0,48.0,380.0,820.0,360.0,480.0,0,9.0,0,94.2,0,3.5999999999999996,0,0,459.0,1127.0,0,0.0,0,0,0,0,0
